sel_phenotype,biomolecular,co_phenotype,institution,# of shared individuals,# of shared significant biomolecules (adjusted),co_phecode,shared_biomolecules,p_value
Alzheimer's disease,Linoleic acid,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Linoleic acid,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Linoleic acid,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total cholesterol,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total cholesterol,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total cholesterol,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Omega-6 fatty acids,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Omega-6 fatty acids,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Omega-6 fatty acids,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Polyunsaturated fatty acids,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Polyunsaturated fatty acids,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Polyunsaturated fatty acids,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total esterified cholesterol,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total esterified cholesterol,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total esterified cholesterol,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Concentration of large LDL particles,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Concentration of large LDL particles,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Concentration of large LDL particles,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Concentration of IDL particles,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Concentration of IDL particles,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Concentration of IDL particles,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Phospholipids in very small VLDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Phospholipids in very small VLDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Phospholipids in very small VLDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesterol in very small VLDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesterol in very small VLDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesterol in very small VLDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total lipids in large LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total lipids in large LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total lipids in large LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Phospholipids in medium LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Phospholipids in medium LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Phospholipids in medium LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Free cholesterol in very small VLDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Free cholesterol in very small VLDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Free cholesterol in very small VLDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Concentration of medium LDL particles,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Concentration of medium LDL particles,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Concentration of medium LDL particles,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Phospholipids in large LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Phospholipids in large LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Phospholipids in large LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Phospholipids in small LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Phospholipids in small LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Phospholipids in small LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Free cholesterol in small LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Free cholesterol in small LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Free cholesterol in small LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Phospholipids in IDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Phospholipids in IDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Phospholipids in IDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total lipids in IDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total lipids in IDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total lipids in IDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total free cholesterol,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total free cholesterol,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total free cholesterol,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total lipids in medium LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total lipids in medium LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total lipids in medium LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesteryl esters in IDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesteryl esters in IDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesteryl esters in IDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total lipids in small LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total lipids in small LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total lipids in small LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Total lipids in very small VLDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Total lipids in very small VLDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Total lipids in very small VLDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Free cholesterol in IDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Free cholesterol in IDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Free cholesterol in IDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Concentration of small LDL particles,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Concentration of small LDL particles,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Concentration of small LDL particles,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Free cholesterol in medium LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Free cholesterol in medium LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Free cholesterol in medium LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,LDL cholesterol,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,LDL cholesterol,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,LDL cholesterol,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesterol in large LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesterol in large LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesterol in large LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesterol in IDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesterol in IDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesterol in IDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesteryl esters in very small VLDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesteryl esters in very small VLDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesteryl esters in very small VLDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Concentration of very small VLDL particles,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Concentration of very small VLDL particles,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Concentration of very small VLDL particles,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,VLDL cholesterol,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,VLDL cholesterol,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesteryl esters in large LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesteryl esters in large LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesteryl esters in large LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Free cholesterol in large LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Free cholesterol in large LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Free cholesterol in large LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesteryl esters in medium LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesteryl esters in medium LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesteryl esters in medium LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesterol in medium LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesterol in medium LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesterol in medium LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesterol in small LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesterol in small LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesterol in small LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesterol in small VLDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesterol in small VLDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesterol in small VLDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesteryl esters in small LDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesteryl esters in small LDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesteryl esters in small LDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Cholesteryl esters in small VLDL,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Cholesteryl esters in small VLDL,Cholelithiasis with acute cholecystitis,ukb,28,42,574.11,42,NA
Alzheimer's disease,Cholesteryl esters in small VLDL,Calculus of bile duct,ukb,46,42,574.20,42,NA
Alzheimer's disease,Sphingomyelins,Diaphragmatic hernia,ukb,520,42,550.20,42,0.147671840354767
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,14-3-3 protein epsilon,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Tight junction protein ZO-1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Deoxycytidine kinase,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Carboxypeptidase E,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Killer cell immunoglobulin-like receptor 2DL5A,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Trem-like transcript 1 protein,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Moesin,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Tubulin-specific chaperone A,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Cardiotrophin-1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,ADP-ribosylation factor-like protein 1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,TOMM20-like protein 1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,DNA-directed RNA polymerases I and III subunit RPAC1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Small nuclear ribonucleoprotein F,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Protein S100-A13,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Beta-soluble NSF attachment protein,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Zinc finger protein 276,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Casein kinase I isoform delta,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Epididymal-specific lipocalin-10,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Estrogen sulfotransferase,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,PH and SEC7 domain-containing protein 1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Glutathione S-transferase Mu 1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Protein MENT,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Sorting nexin-7,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Ras-related protein Rab-14,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,N-palmitoyl-sphingosine (d18:1/16:0),Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Beta-1,3-N-acetylglucosaminyltransferase radical fringe,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,CUB and zona pellucida-like domain-containing protein 1,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,cholesterol,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Total free cholesterol,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Free cholesterol in IDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Cholesteryl esters in very small VLDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Sphingomyelins,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Triglycerides in small HDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Triglycerides in VLDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Triglycerides in medium VLDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Total lipids in large VLDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Triglycerides in large VLDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Free cholesterol in chylomicrons and extremely large VLDL,Other chronic nonalcoholic liver disease,ukb,113,40,571.50,40,0.270805617147081
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,14-3-3 protein epsilon,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Tight junction protein ZO-1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Deoxycytidine kinase,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Carboxypeptidase E,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Killer cell immunoglobulin-like receptor 2DL5A,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Trem-like transcript 1 protein,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Moesin,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Tubulin-specific chaperone A,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Cardiotrophin-1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,ADP-ribosylation factor-like protein 1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,TOMM20-like protein 1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,DNA-directed RNA polymerases I and III subunit RPAC1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Small nuclear ribonucleoprotein F,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Protein S100-A13,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Beta-soluble NSF attachment protein,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Casein kinase I isoform delta,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Epididymal-specific lipocalin-10,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Estrogen sulfotransferase,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,PH and SEC7 domain-containing protein 1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Beta-defensin 119,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Nuclear receptor-binding protein,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Glutathione S-transferase Mu 1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Protein MENT,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Interleukin-22 receptor subunit alpha-1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Low-density lipoprotein receptor-related protein 1B,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Protein CEI,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,C-reactive protein,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Stromal interaction molecule 1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Sorting nexin-7,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Apolipoprotein B,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,N-palmitoyl-sphingosine (d18:1/16:0),Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Neutrophil collagenase,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Epididymis-specific alpha-mannosidase,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Selenoprotein S,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,cholesterol,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Stromelysin-1,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Uncharacterized protein C14orf93,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Apolipoprotein E,Other cerebral degenerations,ukb,4,39,331.00,39,0.33249568859325
Alzheimer's disease,Apolipoprotein B,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Omega-3 fatty acids,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Linoleic acid,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Total cholesterol,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Polyunsaturated fatty acids,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Docosahexaenoic acid,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Total esterified cholesterol,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Concentration of large LDL particles,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Concentration of IDL particles,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Phospholipids in very small VLDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Cholesterol in very small VLDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Total lipids in large LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Phospholipids in medium LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Free cholesterol in very small VLDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Concentration of medium LDL particles,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Phospholipids in large LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Phospholipids in small LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Free cholesterol in small LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Phospholipids in IDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Total lipids in IDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Total free cholesterol,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Total lipids in medium LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Cholesteryl esters in IDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Total lipids in very small VLDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Free cholesterol in IDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Concentration of small LDL particles,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Free cholesterol in medium LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,LDL cholesterol,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Cholesterol in large LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Cholesterol in IDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Cholesteryl esters in very small VLDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Concentration of very small VLDL particles,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,VLDL cholesterol,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Free cholesterol in large LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Triglycerides in large LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Triglycerides in medium LDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Cholesterol in small VLDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Cholesteryl esters in small VLDL,Cholecystitis without cholelithiasis,ukb,51,38,574.30,38,0.288051244148805
Alzheimer's disease,Omega-3 fatty acids,Other abnormal blood chemistry,ukb,12,32,790.60,32,NA
Alzheimer's disease,Total cholesterol,Other abnormal blood chemistry,ukb,12,32,790.60,32,NA
Alzheimer's disease,Total esterified cholesterol,Other abnormal blood chemistry,ukb,12,32,790.60,32,NA
Alzheimer's disease,Concentration of large LDL particles,Other abnormal blood chemistry,ukb,12,32,790.60,32,NA
Alzheimer's disease,Concentration of IDL particles,Other abnormal blood chemistry,ukb,12,32,790.60,32,NA
Alzheimer's disease,Phospholipids in very small VLDL,Other abnormal blood chemistry,ukb,12,32,790.60,32,NA
